seed,position,scoring,season,spearman,top12_overlap,regret@12,mae,mean_abs_rank_err
17,QB,qb_4pt,2021,0.4477765631255648,0.5,6.461666666666669,6.473813099310937,8.555555555555555
17,QB,qb_4pt,2022,0.5695159818011465,0.5833333333333334,3.3883333333333354,4.852604833549118,6.833333333333333
17,QB,qb_4pt,2023,0.2229377853404336,0.3333333333333333,7.446666666666668,6.789242211757553,10.38888888888889
17,QB,qb_4pt,2024,0.6987767063595787,0.6666666666666666,2.643333333333336,4.648779142384371,6.777777777777778
17,QB,qb_4pt,2025,0.5402587538488297,0.5,8.000000000000005,8.333264233535427,8.222222222222221
17,QB,qb_6pt,2019,0.1763305235648243,0.3333333333333333,13.948333333333338,9.385728472472971,11.055555555555555
17,QB,qb_6pt,2020,0.6388156108151412,0.5833333333333334,4.319999999999998,6.177977301809807,7.055555555555555
17,QB,qb_6pt,2021,0.4503507313527886,0.5833333333333334,6.908333333333331,8.393555426688941,8.555555555555555
17,QB,qb_6pt,2022,0.5695893305015345,0.5833333333333334,4.171666666666667,5.763066233392352,7.0
17,QB,qb_6pt,2023,0.2383773836106856,0.3333333333333333,9.78,8.230383687071795,10.27777777777778
17,QB,qb_6pt,2024,0.6562783073366041,0.5833333333333334,4.855,5.569345369492631,7.111111111111111
17,QB,qb_6pt,2025,0.5349251133701872,0.5,8.66666666666667,9.636136053688944,8.333333333333334
17,RB,half_ppr,2019,0.6304255273759687,0.5,6.924999999999997,6.393953684322067,12.1
17,RB,half_ppr,2020,0.3918468317432044,0.5,7.391666666666673,5.250215541676216,15.466666666666669
17,RB,half_ppr,2021,0.509445314708297,0.5,6.25,4.681555096471593,13.133333333333333
17,RB,half_ppr,2022,0.4525674710730505,0.3333333333333333,6.899999999999999,5.148995560460861,14.533333333333331
17,RB,half_ppr,2023,0.3937836029359587,0.4166666666666667,6.18333333333333,4.905872429785971,14.3
17,RB,half_ppr,2024,0.5585538094542322,0.3333333333333333,4.325000000000003,4.906607730498369,12.533333333333331
17,RB,half_ppr,2025,0.7396120147517594,0.5833333333333334,1.9833333333333345,3.821988384019752,9.633333333333333
17,RB,ppr,2019,0.5466967700481156,0.4166666666666667,8.391666666666666,7.007402587988659,13.066666666666666
17,RB,ppr,2020,0.4232521958297725,0.5,7.425000000000007,5.595167693782449,15.066666666666666
17,RB,ppr,2021,0.5536786429639768,0.5,6.675,5.130695989208873,12.166666666666666
17,RB,ppr,2022,0.5707733564134269,0.4166666666666667,7.091666666666669,5.4968365397053365,12.3
17,RB,ppr,2023,0.4642525409668611,0.5,5.849999999999997,4.995626933972617,13.966666666666669
